drugName,smilesString
buthionine sulfoximine,CCCCS(=N)(=O)CCC(C(=O)O)N
chembl3348892,CC1(C(CCC23C1C(CC4C2(C3)CCC5(C4(CC(C5C6(CCC(O6)C(C)(C)O)C)O)C)C)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(CO8)O)O)O)C
paroxetine hcl,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl
1-methyl-d-tryptophan,CN1C=C(C2=CC=CC=C21)CC(C(=O)O)N
triethylgallamine,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC
ampiroxicam,CCOC(=O)OC(C)OC1=C(N(S(=O)(=O)C2=CC=CC=C21)C)C(=O)NC3=CC=CC=N3
valganciclovir hcl,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N.Cl
flufenamic acid,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F
caspofungin acetate,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(CCN)O)O)NCCN)O.CC(=O)O.CC(=O)O
avagacestat (bms-708163),C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl
l-hyoscyamine,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
vu 0357121,CCCCOC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)F)F
tenovin-1,CC(=O)NC1=CC=C(C=C1)NC(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C
caffeic acid phenethyl ester,C1=CC=C(C=C1)CCOC(=O)C=CC2=CC(=C(C=C2)O)O
rucaparib phosphate,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
gsk2981278,CCC1=CC=C(C=C1)N(CC(C)C)S(=O)(=O)C2=CC(=C(C=C2)OCC3CCOCC3)CO
cysteamine hcl,C(CS)N.Cl
chembl3348954,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
scopine hcl,CN1C2CC(CC1C3C2O3)O.Cl
cardiogenol c,COC1=CC=C(C=C1)NC2=NC=CC(=N2)NCCO
tolbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
ifosfamide-d4,C1CN(P(=O)(OC1)NCCCl)CCCl
brucine,COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC
phenothiazine,C1=CC=C2C(=C1)NC3=CC=CC=C3S2
brimonidine tartrate,C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br.C(C(C(=O)O)O)(C(=O)O)O
voreloxin,CNC1CN(CC1OC)C2=NC3=C(C=C2)C(=O)C(=CN3C4=NC=CS4)C(=O)O
jib-04,C1=CC=C(C=C1)C(=NNC2=NC=C(C=C2)Cl)C3=CC=CC=N3
pramiracetam,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C
chembl3188661,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)NC(=O)C=C)C(F)(F)F)NC(=O)C3=CC=NO3
ch5132799,CS(=O)(=O)N1CCC2=C(N=C(N=C21)N3CCOCC3)C4=CN=C(N=C4)N
sb 265610,C1=CC=C(C(=C1)NC(=O)NC2=CC=C(C3=NNN=C23)C#N)Br
kinome_3673,CC1=CC(=NN1)NC2=CC(=NC(=N2)C=CC3=CC=CC=C3)N4CCN(CC4)C
ly2603618,CC1=CC(=C(C=C1Br)NC(=O)NC2=NC=C(N=C2)C)OCC3CNCCO3
phenoxodiol,C1C(=CC2=C(O1)C=C(C=C2)O)C3=CC=C(C=C3)O
ranolazine 2hcl,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O.Cl.Cl
ropinirole hcl,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1.Cl
tyrphostin ag 879,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C(=S)N
xanthone,C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3O2
chembl3128069,CC1=C(SC(=N1)C(C)(CO)O)C2=CC(=C(N=C2)N)OC(C)C3=C(C=CC(=C3)F)N4N=CC=N4
gsk1904529a,CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F
diperodon hcl,C1CCN(CC1)CC(COC(=O)NC2=CC=CC=C2)OC(=O)NC3=CC=CC=C3.Cl
ncgc00161622-03,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C
chembl3348973,CC(C1=CC=CC=C1)N=C(NC#N)NC2=CC=CC3=CC=CC=C32
chembl63426,CC(C)C1=CC=C(C=C1)CN2C=CC3=C2C=CC4=C3C(=NC(=N4)NC5CC5)N
du-21220,CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O
chembl3348853,CC=CCC(C)C(=O)C1C(=O)NC(C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C)C(C)C
naringin,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
79558-09-1,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O
chir-98014,C1=CC(=C(C=C1Cl)Cl)C2=NC(=NC=C2N3C=CN=C3)NCCNC4=NC(=C(C=C4)[N+](=O)[O-])N
schembl3954849,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=CC(=NC3=C2C=CN3)NC4=NC=C(C=C4)C(=O)NC
ralimetinib,CC(C)(C)CN1C2=C(C=CC(=N2)C3=C(N=C(N3)C(C)(C)C)C4=CC=C(C=C4)F)N=C1N
etp-46464,CC(C)(C#N)C1=CC=C(C=C1)N2C3=C4C=C(C=CC4=NC=C3COC2=O)C5=CC6=CC=CC=C6N=C5
czc24832,CC(C)(C)NS(=O)(=O)C1=CN=CC(=C1)C2=CN3C(=NC(=N3)N)C(=C2)F
naratriptan,CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C
tecalcet,CC(C1=CC(=CC=C1)OC)NCCCC2=CC=CC=C2Cl
67469-78-7,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.Cl.Cl
1293395-67-1,C1CN(CCC1N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F)CC5=NOC=C5
zinc242723022,CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C
chembl371226,CC1=C(C2=C(N1C(C3=CC=CC=C3)C4=CC=CC=C4)C=CC(=C2)Cl)CCOC5=CC=C(C=C5)C(=O)O
cct251545,CN1C=C(C=N1)C2=CC=C(C=C2)C3=CN=CC(=C3N4CCC5(CCNC5=O)CC4)Cl
cetrimonium bromide (ctab),CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
dibucaine hcl,CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC.Cl
azacyclonol,C1CNCCC1C(C2=CC=CC=C2)(C3=CC=CC=C3)O
ecdysterone,CC12CCC3C(=CC(=O)C4C3(CC(C(C4)O)O)C)C1(CCC2C(C)(C(CCC(C)(C)O)O)O)O
yohimbine hcl,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O.Cl
imidapril hcl,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C(CN(C2=O)C)C(=O)O.Cl
chembl3188552,C1C(N=C(C=C1C=CN2C(CC3=CC(=C(C=C32)O)OC4C(C(C(C(O4)CO)O)O)O)C(=O)O)C(=O)O)C(=O)O
cyclocytidine hcl,C1=CN2C3C(C(C(O3)CO)O)OC2=NC1=N.Cl
nepicastat,C1CC2=C(CC1N3C(=CNC3=S)CN)C=C(C=C2F)F
auy922 (nvp-auy922),CCNC(=O)C1=NOC(=C1C2=CC=C(C=C2)CN3CCOCC3)C4=CC(=C(C=C4O)O)C(C)C
gdc-0980 (rg7422),CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)C(=O)C(C)O
pancuronium dibromide,CC(=O)OC1CC2CCC3C(C2(CC1[N+]4(CCCCC4)C)C)CCC5(C3CC(C5OC(=O)C)[N+]6(CCCCC6)C)C.[Br-].[Br-]
olprinone hydrochloride,CC1=C(C=C(C(=O)N1)C#N)C2=CN3C=CN=C3C=C2.Cl
ac480 (bms-599626),CC1=C2C(=NC=NN2C=C1NC(=O)OCC3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F
p276-00,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl
fosaprepitant dimeglumine salt,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NN(C(=O)N3)P(=O)(O)O)C4=CC=C(C=C4)F.CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O
ml390,C1CC(C2=CC=CC=C2C1)NC(=O)CCNC(=O)C3=CC=C(C=C3)OC(F)(F)F
1233948-35-0,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)C3=CC=C(S3)C#N)C
ncgc00017244-05,CC1(C2CCC3(C(C2(CCC1O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C
flunixin meglumin,CC1=C(C=CC=C1NC2=C(C=CC=N2)C(=O)O)C(F)(F)F.CNCC(C(C(C(CO)O)O)O)O
econazole,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
tocris-1958,C1CCN(CC1)C2C(CC(C2CCC=CCCC(=O)O)OCC3=CC=C(C=C3)C4=CC=CC=C4)O
pf-04929113 (snx-5422),CC1(CC2=C(C(=O)C1)C(=NN2C3=CC(=C(C=C3)C(=O)N)NC4CCC(CC4)OC(=O)CN)C(F)(F)F)C
217645-70-0,CC1CN(CCN1C(=O)COC2=C(C=C(C=C2)Cl)NC(=O)N)CC3=CC=C(C=C3)F
chembl3186846,C1=CC(=CC=C1N2C(=O)C(=CC3=CC=C(O3)C4=CC5=C(C=C4)C(=O)NC5=O)SC2=N)Br
c188-9,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)C4=C(C=CC5=CC=CC=C54)O
etofibrate,CC(C)(C(=O)OCCOC(=O)C1=CN=CC=C1)OC2=CC=C(C=C2)Cl
laetrile,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)C(=O)O)O)O)O
ncgc00346661-01,CC=C(C)C(=O)NC(C1=CC=CC=C1)C(C(=O)OC2CC3(C(C4C(C(CC5C4(CO5)OC(=O)C)O)(C(=O)C(C(=C2C)C3(C)C)OC(=O)C)C)OC(=O)C6=CC=CC=C6)O)O
ta-02,C1=CC=C(C(=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)F
pirfenidone,CC1=CN(C(=O)C=C1)C2=CC=CC=C2
g007-lk,CS(=O)(=O)C1=CN=C(C=C1)C2=NN=C(N2C3=CC=CC=C3Cl)C=CC4=NN=C(O4)C5=CC=C(C=C5)C#N
saracatinib (azd0530),CN1CCN(CC1)CCOC2=CC3=C(C(=C2)OC4CCOCC4)C(=NC=N3)NC5=C(C=CC6=C5OCO6)Cl
maprotiline hcl,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24.Cl
chembl3185999,CCOC(=O)C1=C(C2=C(N1C)C(=C(C=C2)Cl)Cl)C(=CN)C#N
chembl3348910,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34
k02288,COC1=CC(=CC(=C1OC)OC)C2=C(N=CC(=C2)C3=CC(=CC=C3)O)N
153436-54-5,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OC
unc1215,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCCC5)NC6=CC=CC=C6
quinazolin-4-ylamine,C1=CC=C2C(=C1)C(=NC=N2)N
fmk-mea,CC1=CC=C(C=C1)C2=C(N(C3=NC=NC(=C23)N)CCCNCCOC)C(=O)CF
t0901317,C1=CC=C(C=C1)S(=O)(=O)N(CC(F)(F)F)C2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O
regorafenib (bay 73-4506),CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F
7728-73-6,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3
abiraterone acetate,CC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CC=C4C5=CN=CC=C5)C)C
gsk j4 hcl,CCOC(=O)CCNC1=CC(=NC(=N1)C2=CC=CC=N2)N3CCC4=CC=CC=C4CC3.Cl
bisoprolol fumarate,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.C(=CC(=O)O)C(=O)O
gsk2256294a,CC1=NC(=NC(=N1)NC2CCCC(C2)C(=O)NCC3=C(C=C(C=C3)C#N)C(F)(F)F)NC
iniparib (bsi-201),C1=CC(=C(C=C1C(=O)N)[N+](=O)[O-])I
itmn191,CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(NC(=O)C3CC(CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6
ncgc00016330-01,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
zinc11616261,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)O)C(=O)N
1627696-51-8,CC1(C2=C(C=C(C=C2)C3=CNN=C3)C(=O)N1)C4=NC=NC=C4F
buflomedil hcl,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC.Cl
escitalopram oxalate,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.C(=O)(C(=O)O)O
losartan potassium (dup 753),CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+]
pfi-1 (pf-6405761),CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
t-00127_hev1,CC1=NC2=C(C(=NN2C(=C1)NCCN3CCOCC3)C)C4=CC(=C(C=C4)OC)OC
"benzoic acid, 2-[[3-(3,4-dimethoxyphenyl)-1-oxo-2-propenyl]amino]-",COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC
canertinib (ci-1033),C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
939981-37-0,CCOC1=C(C=CC(=C1)C(C)(C)C)C2=NC(C(N2C(=O)N3CCN(CC3)CC(=O)N4CCOCC4)(C)C5=CC=C(C=C5)Cl)(C)C6=CC=C(C=C6)Cl
phthalylsulfacetamide,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2C(=O)O
anagrelide hcl,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3.Cl
endoxifen e-isomer,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCNC)C3=CC=CC=C3
gsk2194069,C1CC1C(=O)N2CCC(C2)CC3=NNC(=O)N3C4=CC=C(C=C4)C5=CC6=C(C=C5)OC=C6
mepiroxol,C1=CC(=C[N+](=C1)[O-])CO
pf-2545920,CN1C=C(C(=N1)C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C5=CC=NC=C5
sb 202190,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O
3-indolebutyric acid (iba),C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O
glafenine hcl,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl.Cl
ha130,B(C1=CC(=CC=C1)COC2=CC=C(C=C2)C=C3C(=O)N(C(=O)S3)CC4=CC=C(C=C4)F)(O)O
proparacaine hcl,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N.Cl
2-deoxygalactopyranose,C1C(C(C(OC1O)CO)O)O
quizartinib (ac220),CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=CN4C5=C(C=C(C=C5)OCCN6CCOCC6)SC4=N3
mln8054,C1C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)C(=N1)C4=C(C=CC=C4F)F)NC5=CC=C(C=C5)C(=O)O
gm 1489,CC(C)CC(CC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C)C3=CC=CC=C3
senexin b,CN1CCN(CC1)C(=O)C2=CC3=C(C=C2)C=C(C=C3)CCNC4=NC=NC5=C4C=C(C=C5)C#N
ticagrelor,CCCSC1=NC(=C2C(=N1)N(N=N2)C3CC(C(C3O)O)OCCO)NC4CC4C5=CC(=C(C=C5)F)F
sodium nitroprusside,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.O.O.[Na+].[Na+].[Fe+4]
nsc 242267,C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3
fg-4592,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
guanosine,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(NC2=O)N
ncgc00263527-02,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CN)O)O)O)N)NC(=O)C(CN)O)O
mianserin hcl,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42.Cl
naringin dihydrochalcone,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC=C(C=C4)O)O)CO)O)O)O)O)O
unii-8jjc99khgl,CN(CC1=CC=C(C=C1)C=CC(=O)NO)CC23CC4CC(C2)CC(C4)C3
pf-4981517,CC1=CC=C(C=C1)C2=C(C=NN2C)C3=NN(C4=C3C(=NC=N4)N5CCC(C5)N6CCCCC6)C
39711-79-0,CCNC(=O)C1CC(CCC1C(C)C)C
887650-05-7,CC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)CN3CCC(C3)N(C)C)C(F)(F)F)NC4=NC=C(C=N4)C5=CN=CN=C5
cct241533,CC(C)(C1CNCC1NC2=NC(=NC3=CC(=C(C=C32)OC)OC)C4=C(C=CC(=C4)F)O)O
chembl3348877,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O
pidotimod,C1CC(=O)NC1C(=O)N2CSCC2C(=O)O
chembl3348956,CC(C1=CC=CC2=CC=CC=C21)NC3CCCCC3NC(=O)C4=CC=C(C=C4)Cl
medetomidine hcl,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C.Cl
chembl2134640,C1CCC(C1)C2=C(C=CC(=C2)C3=CNC4=C3C=C(C=C4)C5=CC=CC=C5)C(=O)O
tacrine hcl,C1CCC2=NC3=CC=CC=C3C(=C2C1)N.Cl
kpt-330,C1=CN=C(C=N1)NNC(=O)C=CN2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F
141400-58-0,CCC(C)SSC1=NC=CN1
schembl15622193,CC1=CC(=CC(=C1Cl)C)OCCCC2=C(N(C3=C2C=CC=C3C4=C(N(N=C4COC5=CC=C(C=C5)N6CCN(CC6)C(=O)C)C)C)CC7=CN=CC=C7)C(=O)O
troxatyl,C1C(OC(O1)CO)N2C=CC(=NC2=O)N
tg003,CCN1C2=C(C=CC(=C2)OC)SC1=CC(=O)C
enzalutamide (mdv3100),CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C
mls-0090801.0001,C1=CC=C(C(=C1)C2=CC=C(O2)C=C3C(=O)N4C5=C(C=C(C=N5)Br)N=C4S3)C(=O)O
flumethasone,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F
allylthiourea,C=CCNC(=S)N
beta-narcotine,CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3
alogliptin,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N
155148-31-5,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3.Cl.Cl.Cl.Cl.Cl.Cl.Cl.Cl
tianeptine sodium,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)[O-].[Na+]
flumequine,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
ncgc00162423-03,CC1C(C(CC(O1)CC2=CC3=CC4=C(C(=O)C(C(C4)C(C(=O)C(C(C)O)O)OC)OC5CC(C(C(O5)C)O)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)(CO)O)C(=C3C(=C2C)O)O)OC8CC(C(C(O8)C)O)O)O
pomaglumetad methionil,CSCCC(C(=O)NC1(CS(=O)(=O)C2C1C2C(=O)O)C(=O)O)N
fostamatinib (r788),CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)(O)O)C
cftrinh-172,C1=CC(=CC(=C1)N2C(=O)C(=CC3=CC=C(C=C3)C(=O)O)SC2=S)C(F)(F)F
zinc3831133,C1C(C(C(C(N1CCO)CO)O)O)O
cimetidine,CC1=C(N=CN1)CSCCNC(=NC)NC#N
doxycycline hyclate,CCO.CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.O.Cl.Cl
chembl3348987,C1CC(C(C1)C(=O)O)C(=O)C2=CC=C(C=C2)C3=CC=C(C=C3)NC(=O)NC4=CC=CC=C4
pf-4136309,C1CC(CCC1NC2CCN(C2)C(=O)CNC(=O)C3=CC(=CC=C3)C(F)(F)F)(C4=NC=C(C=C4)C5=NC=CC=N5)O
ncgc00346563-01,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O
buflomedil,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC
sb408124,CC1=CC(=C2C=C(C=C(C2=N1)F)F)NC(=O)NC3=CC=C(C=C3)N(C)C
ncgc00346482-01,C(CS(=O)(=O)[O-])SSCCS(=O)(=O)[O-].[Na+].[Na+]
aminothiazole,C1=CSC(=N1)N
mubritinib (tak 165),C1=CC(=CC=C1CCCCN2C=CN=N2)OCC3=COC(=N3)C=CC4=CC=C(C=C4)C(F)(F)F
propafenone,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
ncgc00017394-08,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O
thioridazine hcl,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl
salicylanilide,C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2O
isoprenaline hcl,CC(C)NCC(C1=CC(=C(C=C1)O)O)O.Cl
pim447,CC1CC(CC(C1)N)C2=C(C=NC=C2)NC(=O)C3=NC(=C(C=C3)F)C4=C(C=CC=C4F)F
ncgc00345819-01,CC12CCC3C(C1C(C(C2O)O)O)CCC4=C3C=CC(=C4)O
jnj-26854165 (serdemetan),C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4
"usnic acid, d-",CC1=C(C(=C2C(=C1O)C3(C(=CC(=C(C3=O)C(=O)C)O)O2)C)C(=O)C)O
pd 169316,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)[N+](=O)[O-]
unc569,CCCCNC1=NC=C2C(=NN(C2=N1)CC3CCC(CC3)N)C4=CC=C(C=C4)F
darolutamide,CC(CN1C=CC(=N1)C2=CC(=C(C=C2)C#N)Cl)NC(=O)C3=NNC(=C3)C(C)O
zinc28538988,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O
938444-93-0,CCNC(=O)NC1=NC2=NC(=CN=C2C=C1)NC3=CC=C(C=C3)C
u0126-etoh,CCO.C1=CC=C(C(=C1)N)SC(=C(C#N)C(=C(N)SC2=CC=CC=C2N)C#N)N
a 839977,C1=CC=C(C(=C1)CNC2=NN=NN2C3=C(C(=CC=C3)Cl)Cl)OC4=CC=CC=N4
kpt-8602,C1=C(C=C(C=C1C(F)(F)F)C(F)(F)F)C2=NN(C=N2)C=C(C3=CN=CN=C3)C(=O)N
chembl2132584,CNC1CCN(CC1)C(CC2=CC(=CC=C2)C3=CC=NC=C3)C(=O)C4=C(C5=C(C=CC(=C5S4)F)F)Cl
i-bet151 (gsk1210151a),CC1=C(C(=NO1)C)C2=C(C=C3C(=C2)N=CC4=C3N(C(=O)N4)C(C)C5=CC=CC=N5)OC
ingenol 3-angelate,CC=C(C)C(=O)OC1C(=CC23C1(C(C(=CC(C2=O)C4C(C4(C)C)CC3C)CO)O)O)C
1440754-12-0,C1CNCCC1C(COC2=CC=C(C=C2)C3=NC4=CC=CC=C4N3CC5=CC=CC=C5)N6C7=CC=CC=C7N=C6C8=CC=CC=C8
2-thiouracil,C1=CNC(=S)NC1=O
uracil,C1=CNC(=O)NC1=O
kpt-185,CC(C)OC(=O)C=CN1C=NC(=N1)C2=CC(=CC(=C2)OC)C(F)(F)F
plurisin #1 (nsc 14613),C1=CC=C(C=C1)NNC(=O)C2=CC=NC=C2
gsk682753a,C1CN(CCC12CN(C(=O)O2)CC3=CC(=C(C=C3)Cl)Cl)C(=O)C=CC4=CC=C(C=C4)Cl
nabumetone,CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC
ikk-3 inhibitor,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C#N)OCC4=CC=CC=C4S(=O)(=O)C)OC
