drugName,smilesString
manidipine 2hcl,CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC.Cl.Cl
"4-[4-(4-methoxyphenyl)-5-methyl-1h-pyrazol-3-yl]benzene-1,3-diol",CC1=C(C(=NN1)C2=C(C=C(C=C2)O)O)C3=CC=C(C=C3)OC
diosmetin,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
irinotecan hydrochloride,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7.Cl
potassium iodide,[K+].[I-]
gw441756,CN1C=C(C2=CC=CC=C21)C=C3C4=C(C=CC=N4)NC3=O
adiporon,C1CN(CCC1NC(=O)COC2=CC=C(C=C2)C(=O)C3=CC=CC=C3)CC4=CC=CC=C4
rivastigmine,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C
215303-72-3,C1=CC=C(C=C1)CCCN2C(=NC(=C2C3=CC=NC=C3)C4=CC=C(C=C4)F)C#CCCO
ouabain octahydrate,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O.O.O.O.O.O.O.O.O
unii-l10k286t2h,CC(=O)OCC(COC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)OCC(CCl)OC(=O)C)OC(=O)C
l-carnitine,C[N+](C)(C)CC(CC(=O)[O-])O
tetrahydrozoline hcl,C1CC(C2=CC=CC=C2C1)C3=NCCN3.Cl
brl-54443,CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)O
chembl494027,CC(C)(CN1C2=C(C=C(C=C2)CN3CCOCC3)N=C1NC(=O)C4=CC=C(S4)C5=CNN=C5)O
chembl258622,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C
ncgc00346501-01,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O
qnz (evp4593),C1=CC=C(C=C1)OC2=CC=C(C=C2)CCNC3=NC=NC4=C3C=C(C=C4)N
chembl1878119,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
decamethonium bromide,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C.[Br-].[Br-]
mechlorethamine,CN(CCCl)CCCl
lumiracoxib,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O
gbr 12935,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=CC=C3)C4=CC=CC=C4
warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
phenytoin,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
gramine,CN(C)CC1=CNC2=CC=CC=C21
tic10,CC1=CC=CC=C1CN2C3=C(CN(CC3)CC4=CC=CC=C4)C(=O)N5C2=NCC5
obatoclax mesylate (gx15-070),CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.CS(=O)(=O)O
nicaraven,CC(CNC(=O)C1=CN=CC=C1)NC(=O)C2=CN=CC=C2
sgi-1027,CC1=CC(=NC(=N1)N)NC2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)NC4=CC=NC5=CC=CC=C54
antazoline hcl,C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3.Cl
diphenhydramine hcl,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl
felodipine,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
803712-67-6,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C
chembl2070615,CCNC(=O)NC1=NC=C(S1)C2=CC(=NC(=N2)C3=NC=CN=C3)C4=C(C=C(C=C4C)OC)C
ncgc00347282-01,CC1=C(C(=NN1C)COC2=CC=C(C=C2)N3CCN(CC3)[S+](=O)(N(C)C)[O-])C4=CC=CC5=C4N(C(=C5CCCOC6=CC=CC7=CC=CC=C76)C(=O)O)CC8=CN=CC=C8
ncgc00179363-03,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
sant-1,CC1=C(C(=NN1C2=CC=CC=C2)C)C=NN3CCN(CC3)CC4=CC=CC=C4
chembl3348890,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(=O)NC6=O)N(C)C(=O)C9=CC=CC=C9)OC
ro4929097,CC(C)(C(=O)NCC(C(F)(F)F)(F)F)C(=O)NC1C2=CC=CC=C2C3=CC=CC=C3NC1=O
chembl2426174,C1=CC(=C(C=C1NC(=O)NC2=NN=C(S2)C3=CC=NC=C3)C#N)C4=CNN=C4
zinc22059945,CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34
chembl3183697,C1=CC=C(C(=C1)C(=C(N)SC2=CC=C(C=C2)N)C#N)C(F)(F)F
2-phenylcyclopropanamine,C1C(C1N)C2=CC=CC=C2
ulipristal,CC(=O)C1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O
penciclovir,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N
mequinol,COC1=CC=C(C=C1)O
droperidol,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F
bethanechol,CC(C[N+](C)(C)C)OC(=O)N
gsk2126458 (gsk458),COC1=C(C=C(C=N1)C2=CC3=C(C=CN=C3C=C2)C4=CN=NC=C4)NS(=O)(=O)C5=C(C=C(C=C5)F)F
ciproxifan,C1CC1C(=O)C2=CC=C(C=C2)OCCCC3=CN=CN3
185039-99-0,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC=CC(=C4)C(=O)O
chembl1242367,CCNC1=CC(=NC(=N1)NC2=CC3=C(C=C2)N(C=C3)CC4=CC=CC=C4)NC5CCC(CC5)O
epz005687,CC1=CC(=C(C(=O)N1)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CC=C(C=C4)CN5CCOCC5)C6CCCC6)C
vildagliptin (laf-237),C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N
xylometazoline,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C
pf-05212384 (pki-587),CN(C)C1CCN(CC1)C(=O)C2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C4=NC(=NC(=N4)N5CCOCC5)N6CCOCC6
chembl3348883,C1CCN(CC1)C2C(CC(C2CCC=CCCC(=O)O)OCC3=CC=C(C=C3)C4=CC=CC=C4)O
neohesperidin,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O
frax597,CCN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=C(C=C3)C4=CN=CS4)Cl)NC5=CC=C(C=C5)N6CCN(CC6)C
skf 89976a,C1CC(CN(C1)CCC=C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)O
sodium nitrite,N(=O)[O-].[Na+]
chembl3348895,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
3bdo,C1C(C(=O)OC1COC2=CC=CC=C2[N+](=O)[O-])CC3=CC=CC=C3
gdc-0941,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6
oxymetazoline,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C
252916-29-3,CC1=C(NC(=C1CCC(=O)O)C)C=C2C3=CC=CC=C3NC2=O
eed226,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4
azd5363,C1CN(CCC1(C(=O)NC(CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4
bam7,CCOC1=CC=CC=C1N=NC2=C(NN(C2=O)C3=NC(=CS3)C4=CC=CC=C4)C
tofacitinib (cp-690550) citrate,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
schembl2263525,CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OCC(C)OC(=O)C(C)N)C
wortmannin from penicillium funiculosum,CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C
gsk3787,C1=CC(=CC=C1C(=O)NCCS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)Cl
td139,C1=CC(=CC(=C1)F)C2=CN(N=N2)C3C(C(OC(C3O)SC4C(C(C(C(O4)CO)O)N5C=C(N=N5)C6=CC(=CC=C6)F)O)CO)O
7553-53-9,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC
flupirtine,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N
876310-02-0,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)C=CCN(C)C
cetylpyridinium chloride,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-]
gsk2982772,CN1C2=CC=CC=C2OCC(C1=O)NC(=O)C3=NNC(=N3)CC4=CC=CC=C4
chembl166161,COC1(CCN(CC1)CCC2=CNC3=C2C=C(C=C3)F)CS(=O)C4=CC=CC=C4
azasetron,CN1C(=O)COC2=C(C=C(C=C21)Cl)C(=O)NC3CN4CCC3CC4
chebi:93770,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-]
hms3655l04,C1C2CSC(=NC2(CO1)C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)F)F)N
ncgc00095055-03,CCC(C1CCC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C(=O)[O-]
ncgc00346471-01,COC1C(OC(C(C1O)O)N2C3=C(C=CC=C3Cl)C4=C5C(=C6C7=C(C(=CC=C7)Cl)NC6=C42)C(=O)NC5=O)CO
azd8931 (sapitinib),CNC(=O)CN1CCC(CC1)OC2=C(C=C3C(=C2)C(=NC=N3)NC4=C(C(=CC=C4)Cl)F)OC
ap26113,CN(C)C1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4P(=O)(C)C)Cl)OC
ncgc00262398-02,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CC(=C2)Cl)C(=O)NC3=NC(=CS3)C4=CC=CC=C4
900515-16-4,C1=CC(=C(C=C1F)O)C2=CC=C(O2)C=C3C(=O)NC(=O)S3
ro4987655,C1CC(=O)N(OC1)CC2=CC(=C(C(=C2F)F)NC3=C(C=C(C=C3)I)F)C(=O)NOCCO
oxybuprocaine hcl,CCCCOC1=C(C=CC(=C1)C(=O)OCCN(CC)CC)N.Cl
osimertinib,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC
ampicillin trihydrate,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C.O.O.O
atracurium besylate,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]
"3-(3,4-dihydroxyphenyl)prop-2-enoic acid",C1=CC(=C(C=C1C=CC(=O)O)O)O
gant61,CN(C)C1=CC=CC=C1CN2CCCN(C2C3=CC=NC=C3)CC4=CC=CC=C4N(C)C
ve-822,CC(C)S(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C3=CC(=NO3)C4=CC=C(C=C4)CNC)N
905579-51-3,C1CC2=CC=CC=C2C1NC3=C4C=CN(C4=NC=N3)C5CC(C(C5)O)COS(=O)(=O)N
913064-47-8,C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC=C3)N4CC5=C(C4=O)C(=CC=C5)Cl)C6=CC=NC=C6
clomipramine,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl
rigosertib sodium(random configuration),COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]
sb203580,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F
temocapril hcl,CCOC(=O)C(CCC1=CC=CC=C1)NC2CSC(CN(C2=O)CC(=O)O)C3=CC=CS3.Cl
ncgc00178127-04,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O
memantine hcl,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl
vps34 inhibitor 1,CC(C)(CNC1=NC=C(C(=N1)CC2CC2)C3=NC(=NC=C3)NC4=CC=NC=C4)O
8-azaguanine,C12=NNN=C1N=C(NC2=O)N
chembl3184655,CCCCC1=NC=C(N1)C(=C(CC2=CC=CS2)C(=O)O)CC3=CC=C(C=C3)C(=O)O
isocycloheximide,CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C
124936-75-0,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.Cl
luteolin,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
ceftiofur,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O
pd98059,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2
articaine hcl,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC.Cl
1352608-82-2,CC1=NC(=CC=C1)C2=C(N=C(N2)CNC3=CC=CC=C3F)C4=CN5C(=NC=N5)C=C4
chembl3188944,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=CC(=CC=C4)C(=O)NC5CC5
chembl3348822,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC
phenelzine sulfate,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O
pseudoyohimbine,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
brivanib alaninate (bms-582664),CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OCC(C)OC(=O)C(C)N)C
chembl3348916,CCOC1C(CC(=O)O1)NC(=O)C2CCCN2C(=O)C(C(C)(C)C)NC(=O)C3=CC(=C(C=C3)N)Cl
ncgc00165799-02,CCC(=O)NCC(CC1=CC=C(C=C1)OCCC2=C(OC(=N2)C3=CC=CC=C3)C)NC(=CC(=O)C4=CC=C(C=C4)C(F)(F)F)C
equol,C1C(COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O
flunarizine 2hcl,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F.Cl.Cl
rosuvastatin calcium,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C.CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C.[Ca+2]
ym 511,C1=CC(=CC=C1CN(C2=CC=C(C=C2)C#N)N3C=NN=C3)Br
pd173955,CN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=CC=C3Cl)Cl)NC4=CC(=CC=C4)SC
amg-517,CC(=O)NC1=NC2=C(C=CC=C2S1)OC3=NC=NC(=C3)C4=CC=C(C=C4)C(F)(F)F
cyproheptadine hcl,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1.Cl
chembl2136663,C1CCN(C1)CCOC2=C3COCC=CCCOC4=CC=CC(=C4)C5=NC(=NC=C5)NC(=C3)C=C2
62004-35-7,CC(=C(C#N)C(=O)NC1=C(C=CC(=C1)Br)Br)O
carprofen,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O
"6-(3-chlorophenyl)pteridine-2,4,7-triamine",C1=CC(=CC(=C1)Cl)C2=NC3=C(N=C(N=C3N=C2N)N)N
ncgc00142624-04,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O
nxy-059,CC(C)(C)[N+](=CC1=C(C=C(C=C1)S(=O)(=O)[O-])S(=O)(=O)[O-])[O-].[Na+].[Na+]
nu7026,C1COCCN1C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3
946128-88-7,CC1=C(C(=O)OC2=C1C=CC(=C2)OC3=NC=CC=N3)CC4=C(C(=NC=C4)NS(=O)(=O)NC)F
gentian violet cation,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C
925434-55-5,C1CN(CCN1)CC2=CSC3=NC(=CN23)C4=CC=CC=C4NC(=O)C5=NC6=CC=CC=C6N=C5
mls002232309,CC(C)N1C(=O)CCN(C2=NC(=NC=C21)NC3=C(C=C(C=C3)C(=O)NC4CCN(CC4)C)OC)C5CCCC5
nafcillin sodium,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+]
tak-438,CNCC1=CN(C(=C1)C2=CC=CC=C2F)S(=O)(=O)C3=CN=CC=C3.C(=CC(=O)O)C(=O)O
vu 0361737,COC1=C(C=CC(=C1)NC(=O)C2=CC=CC=N2)Cl
ketotifen fumarate,CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1.C(=CC(=O)O)C(=O)O
nsc 405020,CCCC(C)NC(=O)C1=CC(=C(C=C1)Cl)Cl
bis(2-methoxyethyl) phthalate,COCCOC(=O)C1=CC=CC=C1C(=O)OCCOC
chembl387477,CS(=O)(=O)C1=CC(=CC2=C1N(C3=C2CCC3CC(=O)O)CC4=CC=C(C=C4)Cl)F
gyki-52466,CC1=NN=C(C2=CC3=C(C=C2C1)OCO3)C4=CC=C(C=C4)N
triamcinolone,CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O
ncgc00014911-01,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)C=CC(C)(C)O)O)O)C)C
885060-08-2,CN(C(=O)N1C(SC(=N1)C2=C(C=CC(=C2)F)F)(CCCN)C3=CC=CC=C3)OC
gsk1838705a,CNC(=O)C1=C(C=CC=C1F)NC2=NC(=NC3=C2C=CN3)NC4=C(C=C5CCN(C5=C4)C(=O)CN(C)C)OC
almotriptan malate,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3.C(C(C(=O)O)O)C(=O)O
rheochrysidin,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)OC
(+)-bicuculline,CN1CCC2=CC3=C(C=C2C1C4C5=C(C6=C(C=C5)OCO6)C(=O)O4)OCO3
altrenogest,CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(CC=C)O
chembl3183463,CCOC(=O)N1CCN(CC1)[N+](=NOC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])[O-]
tmp195,CC(C)(CNC(=O)C1=CC=CC(=C1)C2=NOC(=N2)C(F)(F)F)C3=COC(=N3)C4=CC=CC=C4
(+)-matrine,C1CC2C3CCCN4C3C(CCC4)CN2C(=O)C1
vincristine,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
ncgc00263944-01,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
chembl2337032,CC1=C(C=CC(=C1Cl)C(=O)NC2=C(C=CC(=C2)[N+](=O)[O-])N3CCN(CC3)C)F
apremilast (cc-10004),CCOC1=C(C=CC(=C1)C(CS(=O)(=O)C)N2C(=O)C3=C(C2=O)C(=CC=C3)NC(=O)C)OC
cediranib (azd2171),CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5
alizarin,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O
96036-03-2,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
unc0224,CN1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)C)OC)OCCCN(C)C
hpi 1,CC1=C(C(C2=C(N1)CC(CC2=O)C3=CC=CC=C3OC)C4=CC(=CC=C4)O)C(=O)OCCOC
cis-diethyl stilbestrol,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
chembl3348930,C1C(C(OC1N2C=C(C(=O)NC2=O)C=CBr)CO)O
epiandrosterone,CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O
ganetespib,CC(C)C1=C(C=C(C(=C1)C2=NNC(=O)N2C3=CC4=C(C=C3)N(C=C4)C)O)O
(-)-epigallocatechin gallate,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
ca-074me,CCCNC(=O)C1C(O1)C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)OC
indole-3-carbinol,C1=CC=C2C(=C1)C(=CN2)CO
ml329,C1=CC=C2C(=C1)C(=O)C=C(C2=O)NC3=CC=C(C=C3)S(=O)(=O)N
azd7545,CC(C(=O)NC1=C(C=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)N(C)C)Cl)(C(F)(F)F)O
mivebresib,CCS(=O)(=O)NC1=CC(=C(C=C1)OC2=C(C=C(C=C2)F)F)C3=CN(C(=O)C4=C3C=CN4)C
pj34,CN(C)CC(=O)NC1=CC2=C(C=C1)NC(=O)C3=CC=CC=C32
eo 1428,CC1=CC=CC=C1C(=O)C2=C(C=C(C=C2)NC3=C(C=C(C=C3)Br)N)Cl
niraxostat,CC(C)(C)COC1=C(C=C(C=C1)N2C=C(C=N2)C(=O)O)C#N
schembl3958507,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC(=C2Cl)N)NC3=C(C=C(C=C3)N4CCC(CC4)C(=O)N)OC
chembl3348955,CCC(=CC(C)CC=CC(=CC(C)C(=O)C(C)C(C(C)CC(=CC(=O)O)C)O)C)C=CC1C(C=CC(=O)O1)C
(e)-n-methyl-2-((3-(2-(pyridin-2-yl)vinyl)-1h-indazol-6-yl)thio)benzamide,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
chembl3348858,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC
amlodipine,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
valnemulin hcl,CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC(C)(C)CNC(=O)C(C(C)C)N)C.Cl
adonitol,C(C(C(C(CO)O)O)O)O
saridegib,CC1CC2C(C(C3(O2)CCC4C5CCC6CC(CCC6(C5CC4=C(C3)C)C)NS(=O)(=O)C)C)NC1
chembl3349015,CC1CC2C3C=C(C4=CC5=C(CC4(C3C(CC2(C1(C(=O)COC(=O)C)O)C)O)C)C=NN5C6=CC=CC=C6)C
mocravimod,C1=CC=C(C=C1)COC2=CC(=CC=C2)SC3=CC(=C(C=C3)CCC(CO)(CO)N)Cl
ncgc00163548-02,CC1C(=O)N(C2CSC(C(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C
tepotinib,CN1CCC(CC1)COC2=CN=C(N=C2)C3=CC=CC(=C3)CN4C(=O)C=CC(=N4)C5=CC=CC(=C5)C#N
sb271046,CC1=C(SC2=C1C=C(C=C2)Cl)S(=O)(=O)NC3=CC(=C(C=C3)OC)N4CCNCC4
catharanthine,CCC1=CC2CC3(C1N(C2)CCC4=C3NC5=CC=CC=C45)C(=O)OC
451492-95-8,CC(C)(C#CC1=CC2=C(C=C1NC(=O)C=C)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)N4CCN(CC4)C
vx-11e,CC1=CN=C(N=C1C2=CNC(=C2)C(=O)NC(CO)C3=CC(=CC=C3)Cl)NC4=C(C=C(C=C4)F)Cl
nadifloxacin,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2N4CCC(CC4)O)F)C(=O)O
gw7647,CC(C)(C(=O)O)SC1=CC=C(C=C1)CCN(CCCCC2CCCCC2)C(=O)NC3CCCCC3
fexofenadine hcl,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O.Cl
azd3264,CC1=C(C(=NO1)C)C2=CC(=C(C=C2)C3=CC(=C(S3)NC(=O)N)C(=O)N)OC4CCNC4
cyclovirobuxine,CC(C1C(CC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)NC)C)C)O)NC
prucalopride succinate,COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl.C(CC(=O)O)C(=O)O
valproic acid sodium salt (sodium valproate),CCCC(CCC)C(=O)[O-].[Na+]
lenvatinib (e7080),COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl
selenomethionine,C[Se]CCC(C(=O)O)N
chembl416657,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)[O-])CC3=CC=C(C=C3)Cl.[Na+]
ornidazole,CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-]
vx-661,CC(C)(CO)C1=CC2=CC(=C(C=C2N1CC(CO)O)F)NC(=O)C3(CC3)C4=CC5=C(C=C4)OC(O5)(F)F
sodium 4-aminohippurate hydrate,C1=CC(=CC=C1C(=O)NCC(=O)[O-])N.O.[Na+]
frax1036,CCN1C2=NC(=NC=C2C=C(C1=O)C3=C(C=C(C=C3)C4=NC(=CN=C4)C)Cl)NCCC5CCN(CC5)C
