drugName,cIds,smilesString
ADX-47273,CIDs11383075,C1CC(CN(C1)C(=O)C2=CC=C(C=C2)F)C3=NC(=NO3)C4=CC=C(C=C4)F
LY-341495,CIDs09819927,C1C(C1C(CC2C3=CC=CC=C3OC4=CC=CC=C24)(C(=O)O)N)C(=O)O
KUC111774N,CIDs12387471,C1=CC=C2C(=C1)C(=O)C=C(C2=O)NC3=CC=C(C=C3)S(=O)(=O)N
PF-4693627,CIDs53252516,C1CC(CC(C1)NC(=O)C2CCN(CC2)C3=NC4=C(O3)C=C(C(=C4)Cl)C5=CC=C(C=C5)Cl)CO
Eplerenone,CIDs00443872,CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC
Dofequidar,CIDs00213040,C1CN(CCN1CC(COC2=CC=CC3=C2C=CC=N3)O)C(=O)C(C4=CC=CC=C4)C5=CC=CC=C5
SCH-51344,CIDs09995890,CC1=C2C(=C3C=C(C=CC3=NC2=NN1)OC)NCCOCCO
Chlorhexidine,CIDs09552079,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl
Sipatrigine,CIDs00060803,CN1CCN(CC1)C2=NC=C(C(=N2)N)C3=CC(=CC(=C3Cl)Cl)Cl
A-803467,CIDs16038374,COC1=CC(=CC(=C1)NC(=O)C2=CC=C(O2)C3=CC=C(C=C3)Cl)OC
Racecadotril,CIDs00107751,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2
Oseltamivir phosphate,CIDs00078000,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC.OP(=O)(O)O
Cisatracurium besylate,CIDs00062886,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]
Dopamine hydrochloride,CIDs00065340,C1=CC(=C(C=C1CCN)O)O.Cl
AZD9668,CIDs46861623,CC1=C(C=C(C(=O)N1C2=CC=CC(=C2)C(F)(F)F)C(=O)NCC3=NC=C(C=C3)S(=O)(=O)C)C4=CC=NN4C
Acipimox,CIDs05310993,CC1=CN=C(C=[N+]1[O-])C(=O)O
Varenicline tartrate,CIDs09906942,C1C2CNCC1C3=CC4=NC=CN=C4C=C23.C(C(C(=O)O)O)(C(=O)O)O
PNU-282987,CIDs09795278,C1CN2CCC1C(C2)NC(=O)C3=CC=C(C=C3)Cl
PNU-120596,CIDs00311434,CC1=CC(=NO1)NC(=O)NC2=CC(=C(C=C2OC)OC)Cl
Fluphenazine hydrochloride,CIDs00067356,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO.Cl.Cl
L-tetramisol,CIDs00027944,C1CSC2=NC(CN21)C3=CC=CC=C3.Cl
Betaine,CIDs00000247,C[N+](C)(C)CC(=O)[O-]
NSC-724771,CIDs09572720,CCOC(=O)N1CCN(CC1)[N+](=NOC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])[O-]
PA-824,CIDs00456199,C1C(COC2=NC(=CN21)[N+](=O)[O-])OCC3=CC=C(C=C3)OC(F)(F)F
Asiatic acid,CIDs00119034,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)O
L-NAME,CIDs00039836,COC(=O)C(CCCN=C(N)N[N+](=O)[O-])N
Memantine hydrochloride,CIDs00181458,CC12CC3CC(C1)(CC(C3)(C2)N)C.Cl
Lacosamide,CIDs00219078,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1
D-Cycloserine,CIDs00006234,C1C(C(=O)NO1)N
Apigenin,CIDs05280443,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
ACAMPROSATE CALCIUM,CIDs00155434,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2]
Dexanabinol,CIDs00107778,CCCCCCC(C)(C)C1=CC2=C(C3CC(=CCC3C(O2)(C)C)CO)C(=C1)O
Aniracetam,CIDs00002196,COC1=CC=C(C=C1)C(=O)N2CCCC2=O
Cebranopadol,CIDs11848225,CN(C)C1(CCC2(CC1)C3=C(CCO2)C4=C(N3)C=CC(=C4)F)C5=CC=CC=C5
Ketoprofen,CIDs00003825,CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O
Bufexamac,CIDs00002466,CCCCOC1=CC=C(C=C1)CC(=O)NO
Tenoxicam,CIDs54677971,CN1C(=C(C2=C(S1(=O)=O)C=CS2)O)C(=O)NC3=CC=CC=N3
Flurbiprofen,CIDs00003394,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
Ketorolac,CIDs00003826,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O
Lornoxicam,CIDs54690031,CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3
Bindarit,CIDs00071354,CC(C)(C(=O)O)OCC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3
Maprotiline hydrochloride,CIDs00071478,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24.Cl
Metenkephalin,CIDs00443363,CSCCC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)N
Mannitol,CIDs00006251,C(C(C(C(C(CO)O)O)O)O)O
Polymyxin B sulphate,CIDs00004868,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O
Bacitracin (Zinc),CIDs78358334,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCCCCC(C(=O)NC(C(=O)N1)CCCN)NC(=O)C(C(C)CC)NC(=O)C(CCC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C2CSC(=N2)C(C(C)CC)N)CC(=O)N)CC(=O)[O-])CC3=CN=CN3)CC4=CC=CC=C4.[Zn+2]
Metarrestin (KUC109088N),CIDs50985821,C1CC(CCC1N2C=NC3=C(C2=N)C(=C(N3CC4=CC=CC=C4)C5=CC=CC=C5)C6=CC=CC=C6)O
Omacetaxine mepesuccinate,CIDs00285033,CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
Reserpine,CIDs00005770,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
Secoisolariciresinol,CIDs00065373,COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O
Octocrylene,CIDs00022571,CCCCC(CC)COC(=O)C(=C(C1=CC=CC=C1)C2=CC=CC=C2)C#N
Verteporfin,CIDs05362420,CC1=C(C2=CC3=NC(=CC4=C(C(=C(N4)C=C5C6(C(C(=CC=C6C(=N5)C=C1N2)C(=O)OC)C(=O)OC)C)C)CCC(=O)OC)C(=C3C)CCC(=O)O)C=C
Trioxsalen,CIDs00005585,CC1=CC(=O)OC2=C1C=C3C=C(OC3=C2C)C
Daidzin,CIDs00107971,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O
Fomepizole,CIDs00003406,CC1=CNN=C1
Disulfiram,CIDs00003117,CCN(CC)C(=S)SSC(=S)N(CC)CC
Shikimic acid,CIDs00008742,C1C(C(C(C=C1C(=O)O)O)O)O
Kinetin,CIDs00003830,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3
3-indolebutyric acid,CIDs00008617,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O
Tranexamic Acid,CIDs00005526,C1CC(CCC1CN)C(=O)O
Aminocaproic acid,CIDs00000564,C(CCC(=O)O)CCN
TM-5275,CIDs101501484,C1CN(CCN1C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)COCC(=NC4=C(C=C(C=C4)Cl)C(=O)O)[O-].[Na+]
Propafenone hydrochloride,CIDs00036708,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O.Cl
UK-383367,CIDs09818682,C1CCC(CC1)CCCC(CC(=O)NO)C2=NC(=NO2)C(=O)N
Pentamidine isethionate,CIDs00008813,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O
Berberine,CIDs00002353,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC
Alendronate (Fosamax),CIDs23681107,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+]
GSK-2830371,CIDs70983932,CC1=NC=C(C=C1NCC2=CC=C(S2)C(=O)NC(CC3CCCC3)C(=O)NC4CC4)Cl
EMPM,CIDs03578572,CN1CCN(CC1)C(=O)C2C3CCC(C2C(=O)O)O3
NSC-87877,CIDs00092577,C1=CC2=C(C=C(C(=C2N=C1)O)N=NC3=CC4=C(C=C3)C=C(C=C4)S(=O)(=O)O)S(=O)(=O)O
SHP-099,CIDs118238298,CC1(CCN(CC1)C2=CN=C(C(=N2)N)C3=C(C(=CC=C3)Cl)Cl)N
ML-119,CIDs01357397,C1=CC=C(C(=C1)C2=CC=C(O2)C=C3C(=O)N4C5=NC=C(C=C5N=C4S3)Br)C(=O)O
Lomefloxacin hydrochloride,CIDs00068624,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O.Cl
KUC103669N,CIDs01067700,CC1(CC2=C(CO1)SC(=C2C(=O)O)NC(=S)NC(=O)C3=CC=CC=C3)C
Geniposidic acid,CIDs00443354,C1C=C(C2C1C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)O)CO
RRx-001,CIDs15950826,C1C(CN1C(=O)CBr)([N+](=O)[O-])[N+](=O)[O-]
Nimorazole,CIDs00023009,C1COCCN1CCN2C=NC=C2[N+](=O)[O-]
Efaproxiral,CIDs00122335,CC1=CC(=CC(=C1)NC(=O)CC2=CC=C(C=C2)OC(C)(C)C(=O)O)C
HMSL10088,CIDs68234129,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=CC(=CC=C4)C(=O)NC5CC5
20-hydroxyecdysone,CIDs05459840,CC12CCC3C(=CC(=O)C4C3(CC(C(C4)O)O)C)C1(CCC2C(C)(C(CCC(C)(C)O)O)O)O
STF-62247,CIDs00704473,CC1=CC(=CC=C1)NC2=NC(=CS2)C3=CC=NC=C3
Aliskiren hemifumarate,CIDs06918427,CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N.CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N.C(=CC(=O)O)C(=O)O
SR-9011,CIDs57394021,CCCCCNC(=O)N1CCC(C1)CN(CC2=CC=C(C=C2)Cl)CC3=CC=C(S3)[N+](=O)[O-]
Lamivudine,CIDs00060825,C1C(OC(S1)CO)N2C=CC(=NC2=O)N
LDN-57444,CIDs16760696,CC(=O)ON=C1C2=C(C=CC(=C2)Cl)N(C1=O)CC3=C(C=CC(=C3)Cl)Cl
CX-5461,CIDs25257557,CC1=CN=C(C=N1)CNC(=O)C2=C3N(C4=CC=CC=C4S3)C5=C(C2=O)C=CC(=N5)N6CCCN(CC6)C
Lurbinectedin,CIDs57327016,CC1=C(C(=C2C3C4C5C6=C(C(N4C(C(N3C)CC2=C1)O)COC(=O)C7(CS5)C8=C(CCN7)C9=C(N8)C=CC(=C9)OC)C1=C(C(=C6OC(=O)C)C)OCO1)O)OC
Favipiravir,CIDs00492405,C1=C(N=C(C(=O)N1)C(=O)N)F
Sofosbuvir,CIDs45375808,CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3
Nesbuvir,CIDs11561383,CNC(=O)C1=C(OC2=CC(=C(C=C21)C3CC3)N(CCO)S(=O)(=O)C)C4=CC=C(C=C4)F
VCH-916,CIDs11963194,CC1CCC(CC1)C(=O)N(C2CCC(CC2)OC)C3=C(SC(=C3)C4=CCCCC4)C(=O)O
Lomibuvir,CIDs24798764,CC1CCC(CC1)C(=O)N(C2CCC(CC2)O)C3=C(SC(=C3)C#CC(C)(C)C)C(=O)O
PluriSln 1,CIDs00225362,C1=CC=C(C=C1)NNC(=O)C2=CC=NC=C2
5-Hydroxytryptophan,CIDs00000144,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N
Clomipramine hydrochloride,CIDs00068539,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl
Lamotrigine,CIDs00003878,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
Proparacaine,CIDs00004935,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N
Flecainide acetate,CIDs00041022,CC(=O)O.C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
AS-1949490,CIDs44473434,CC(C1=CC=CC=C1)NC(=O)C2=C(C=CS2)OCC3=CC=C(C=C3)Cl
Argatroban,CIDs00092721,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C.O
Glycyrrhizic acid,CIDs00014982,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C
BIBR-1048,CIDs09578572,CCCCCCOC(=O)N=C(C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4)N
Ximelagatran,CIDs09574101,CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=NO)N
Dabigatran,CIDs00216210,CN1C2=C(C=C(C=C2)C(=O)N(CCC(=O)O)C3=CC=CC=N3)N=C1CNC4=CC=C(C=C4)C(=N)N
E5555,CIDs10459564,CCOC1=C(C(=C2C(=C1)CN(C2=N)CC(=O)C3=CC(=C(C(=C3)N4CCOCC4)OC)C(C)(C)C)F)OCC
Eltrombopag olamine,CIDs135449331,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C.C(CO)N.C(CO)N
Ozagrel hydrochloride,CIDs06438130,C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)O.Cl
Taltirelin,CIDs00114750,CN1C(=O)CC(NC1=O)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)N
Monobenzone,CIDs00007638,C1=CC=C(C=C1)COC2=CC=C(C=C2)O
Astragaloside A,CIDs13943299,CC1(C(CCC23C1C(CC4C2(C3)CCC5(C4(CC(C5C6(CCC(O6)C(C)(C)O)C)O)C)C)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(CO8)O)O)O)C
Clinofibrate,CIDs00002787,CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O
Ipriflavone,CIDs00003747,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3
Ibandronate sodium hydrate,CIDs23663991,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-].O.[Na+]
Avobenzone,CIDs00051040,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC
Bafilomycin A1,CIDs06436223,CC1CC(=CC=CC(C(OC(=O)C(=CC(=CC(C1O)C)C)OC)C(C)C(C(C)C2(CC(C(C(O2)C(C)C)C)O)O)O)OC)C
Buflomedil hydrochloride,CIDs06420013,COC1=CC(=C(C(=C1)OC)C(=O)CCCN2CCCC2)OC.Cl
Conivaptan hydrochloride,CIDs00216322,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6.Cl
Tolvaptan,CIDs00216237,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C
Phloretin,CIDs00004788,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O
Ethosuximide,CIDs00003291,CCC1(CC(=O)NC1=O)C
BTZ-10526043,CIDs42609849,CC1COC2(O1)CCN(CC2)C3=NC(=O)C4=CC(=CC(=C4S3)[N+](=O)[O-])C(F)(F)F
TAME,CIDs01550286,CC1=CC=C(C=C1)S(=O)(=O)NC(CCCN=C(N)N)C(=O)OC
FCCP,CIDs00003330,C1=CC(=CC=C1NN=C(C#N)C#N)OC(F)(F)F
A-485,CIDs118958122,CC(C(F)(F)F)N(CC1=CC=C(C=C1)F)C(=O)CN2C(=O)C3(CCC4=C3C=CC(=C4)NC(=O)NC)OC2=O
Marizomib / Salinosporamide A,CIDs11347535,CC12C(C(=O)NC1(C(=O)O2)C(C3CCCC=C3)O)CCCl
Chloro-IB-MECA,CIDs03035850,CNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3NCC4=CC(=CC=C4)I)Cl)O)O
Prochlorperazine dimaleate,CIDs00004917,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl
9-cis-Retinoic acid,CIDs00449171,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
WO2016044770,CIDs134327298,CC(C(F)(F)F)N(CC1=CC=C(C=C1)F)C(=O)CN2C(=O)C3(CC(C4=C3C=CC(=C4)C5=CN(N=C5)CC(=O)NC)F)NC2=O
Piperacetazine,CIDs00019675,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO
Clomiphene citrate,CIDs03033832,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
Amodiaquin dihydrochloride dihydrate,CIDs00064646,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O.O.O.Cl.Cl
amodiaquine,CIDs00002165,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O
Tanshinone I,CIDs00114917,CC1=CC=CC2=C1C=CC3=C2C(=O)C(=O)C4=C3OC=C4C
Vinblastine,CIDs00013342,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
Vindesine sulfate salt,CIDs00043116,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O.OS(=O)(=O)O
ARRY-520,CIDs44224257,CN(C(=O)N1C(SC(=N1)C2=C(C=CC(=C2)F)F)(CCCN)C3=CC=CC=C3)OC
Cilliobrevin D,CIDs136257953,C1=CC2=C(C=C1Cl)N=C(NC2=O)C(=C(C3=C(C=C(C=C3)Cl)Cl)O)C#N
Resistomycin,CIDs135430323,CC1=CC(=O)C2=C(C3=C4C5=C2C1=C(C=C5C(C(=C4C(=O)C=C3O)O)(C)C)O)O
Baicalin,CIDs00064982,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O
HMSL10015,CIDs25226483,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=CC(=NC3=C2C=CN3)NC4=NC=C(C=C4)C(=O)NC
XL-647,CIDs10458325,CN1CC2CC(CC2C1)COC3=C(C=C4C(=C3)N=CN=C4NC5=C(C(=C(C=C5)Cl)Cl)F)OC
HMSL10016,CIDs25226117,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC(=C2Cl)N)NC3=C(C=C(C=C3)N4CCC(CC4)C(=O)N)OC
D-106669,CIDs16048654,CCNC(=O)NC1=NC2=NC(=CN=C2C=C1)NC3=CC=C(C=C3)C
Wortmannin,CIDs00312145,CC(=O)OC1CC2(C(CCC2=O)C3=C1C4(C(OC(=O)C5=COC(=C54)C3=O)COC)C)C
PP242,CIDs24905147,CC(C)N1C2=C(C(=C3C=C4C=C(C=CC4=N3)O)N1)C(=NC=N2)N
Sesamin,CIDs00072307,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6
Honokiol,CIDs00072303,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C
VU0482089-2,CIDs68938909,CC1=C(C(=NN1C)COC2=CC=C(C=C2)N3CCN(CC3)C(=O)C)C4=CC=CC5=C4N(C(=C5CCCOC6=CC=CC7=CC=CC=C76)C(=O)O)CC8=CN=CC=C8
VU0483486-1,CIDs73265331,CC1=CC(=CC(=C1Cl)C)OCCCC2=C(N(C3=C2C=CC=C3C4=C(N(N=C4COC5=CC=C(C=C5)N6CCN(CC6)C(=O)C)C)C)CC7=CN=CC=C7)C(=O)O
VU0483487-1,CIDs73265321,CC1=C(C(=NN1C)COC2=CC=C(C=C2)N3CCN(CC3)[S+](=O)(N(C)C)[O-])C4=CC=CC5=C4N(C(=C5CCCOC6=CC=CC7=CC=CC=C76)C(=O)O)CC8=CN=CC=C8
VU0483488-1,CIDs73265338,CC1=CC(=CC(=C1Cl)C)OCCCC2=C(N(C3=C2C=CC=C3C4=C(N(N=C4COC5=CC=C(C=C5)N6CCN(CC6)[S+](=O)(C)[O-])C)C)CC7=CN=CC=C7)C(=O)O
Alendronate,CIDs00002088,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN
Bergenin,CIDs00066065,COC1=C(C=C2C(=C1O)C3C(C(C(C(O3)CO)O)O)OC2=O)O
Parietin,CIDs00010639,CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)OC)O
U-0126,CIDs03006531,C1=CC=C(C(=C1)N)SC(=C(C#N)C(=C(N)SC2=CC=CC=C2N)C#N)N
HMSL10076,CIDs73265214,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)NC(=O)C=C)NC(=O)C3=CC=NO3
NCGC00344990-01,CIDs44573504,CC(C)(CN1C2=C(C=C(C=C2)CN3CCOCC3)N=C1NC(=O)C4=CC=C(S4)C5=CNN=C5)O
NCGC00344999-01,CIDs73265222,CC(C(C)(C)C)NCC1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=C(S3)C4=CNN=C4)CCC5=CC=CC=C5
HMSL10084,CIDs42628507,CC(C)N1C=NC2=C1N=C(N=C2NC3=CC(=CC=C3)NC(=O)C=C)NC4CCC(CC4)N(C)C
NCGC00262331,CIDs73265220,COC1=CC(=CN2C1=NC=C2C3=NC(=CC=C3)NC4CNC4)Cl
ON-01910,CIDs23696523,COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]
HMSL10089,CIDs73265211,CN1CCN(CC1)C2=CC(=C(C=C2)NC3=NC(=C(S3)C(=O)C4=C(C=CC=C4Cl)Cl)N)OC
A 438079,CIDs11673921,C1=CC(=C(C(=C1)Cl)Cl)C2=NN=NN2CC3=CN=CC=C3
A 804598,CIDs53325874,CC(C1=CC=CC=C1)N=C(NC#N)NC2=CC=CC3=C2C=CC=N3
OAC1,CIDs00789882,C1=CC=C(C=C1)C(=O)NC2=NC=C3C(=C2)C=CN3
Salidroside,CIDs00159278,C1=CC(=CC=C1CCOC2C(C(C(C(O2)CO)O)O)O)O
HMSL10019,CIDs69923936,COC1=CC(=CC(=C1)C2=CC3=C4C(=CN=C3C=C2)C=CC(=O)N4C5=CC(=C(C=C5)N6CCNCC6)C(F)(F)F)OC
Retaspimycin,CIDs11534420,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=C(C(=C2O)C1)NCC=C)O)C)OC)OC(=O)N)C)C)O)OC
Ilomastat,CIDs00132519,CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC
"5,7-Dihydroxyflavone",CIDs05281607,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
Genistin,CIDs05281377,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC4C(C(C(C(O4)CO)O)O)O)O
Cetirizine hydrochloride,CIDs00002678,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
Loratadine,CIDs00003957,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
Chlorphenamine maleate,CIDs00002725,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
Chloropyramine hydrochloride,CIDs00080311,CN(C)CCN(CC1=CC=C(C=C1)Cl)C2=CC=CC=N2.Cl
Clemastine fumarate,CIDs05281069,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O
Mizolastine,CIDs00065906,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5
Azelastine hydrochloride,CIDs00054360,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl.Cl
Lafutidine,CIDs05282136,C1CCN(CC1)CC2=CC(=NC=C2)OCC=CCNC(=O)CS(=O)CC3=CC=CO3
Famotidine,CIDs05702160,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N
Taxifolin (Dihydroquercetin),CIDs00439533,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O
Betanin,CIDs00091559,C1C(N=C(C=C1C=CN2C(CC3=CC(=C(C=C32)O)OC4C(C(C(C(O4)CO)O)O)O)C(=O)O)C(=O)O)C(=O)O
Testosterone,CIDs00006013,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
Testosterone propionate,CIDs00005995,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
Caffeic acid,CIDs00689043,C1=CC(=C(C=C1C=CC(=O)O)O)O
Eprosartan mesylate,CIDs05282474,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O.CS(=O)(=O)O
G-Strophanthin,CIDs00439501,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O
